ANÁLISIS COMPLETO DE RAÍCES DIGITALES - PRIMOS DE SOPHIE GERMAIN
Límite de búsqueda: 100000000
Total de primos encontrados: 423140
Fecha de análisis: 2025-07-30T12:29:16.768
================================================================================

TABLA COMPLETA DE RESULTADOS
----------------------------------------
p	2p+1	raíz(p)	raíz(2p+1)
79870529	159741059	2	5
79870781	159741563	2	5
79871063	159742127	5	2
79871381	159742763	8	8
79871399	159742799	8	8
79871579	159743159	8	8
79872389	159744779	8	8
79872659	159745319	8	8
79872671	159745343	2	5
79872701	159745403	5	2
79872839	159745679	8	8
79873229	159746459	2	5
79873481	159746963	2	5
79873523	159747047	8	8
79873679	159747359	2	5
79873751	159747503	2	5
79873961	159747923	5	2
79874771	159749543	5	2
79874813	159749627	2	5
79875539	159751079	8	8
79875641	159751283	2	5
79875683	159751367	8	8
79875899	159751799	8	8
79876091	159752183	2	5
79876169	159752339	8	8
79876613	159753227	2	5
79877621	159755243	2	5
79877663	159755327	8	8
79878131	159756263	8	8
79878269	159756539	2	5
79879181	159758363	5	2
79879259	159758519	2	5
79879661	159759323	8	8
79880309	159760619	8	8
79880681	159761363	2	5
79880981	159761963	5	2
79881071	159762143	5	2
79881713	159763427	8	8
79881839	159763679	8	8
79881941	159763883	2	5
79882409	159764819	2	5
79883183	159766367	2	5
79883213	159766427	5	2
79883339	159766679	5	2
79883579	159767159	2	5
79884191	159768383	2	5
79884503	159769007	8	8
79884599	159769199	5	2
79884671	159769343	5	2
79884743	159769487	5	2
79884881	159769763	8	8
79885103	159770207	5	2
79885121	159770243	5	2
79885769	159771539	5	2
79885859	159771719	5	2
79885901	159771803	2	5
79886171	159772343	2	5
79886321	159772643	8	8
79886363	159772727	5	2
79886951	159773903	8	8
79887089	159774179	2	5
79887113	159774227	8	8
79887443	159774887	5	2
79887473	159774947	8	8
79887611	159775223	2	5
79887893	159775787	5	2
79887971	159775943	2	5
79888043	159776087	2	5
79888229	159776459	8	8
79888409	159776819	8	8
79888433	159776867	5	2
79888493	159776987	2	5
79888709	159777419	2	5
79888799	159777599	2	5
79888811	159777623	5	2
79888871	159777743	2	5
79889219	159778439	8	8
79889609	159779219	2	5
79890521	159781043	5	2
79891439	159782879	5	2
79891859	159783719	2	5
79891901	159783803	8	8
79891943	159783887	5	2
79892381	159784763	2	5
79892699	159785399	5	2
79893059	159786119	5	2
79893113	159786227	5	2
79893311	159786623	5	2
79893491	159786983	5	2
79894091	159788183	2	5
79894163	159788327	2	5
79894481	159788963	5	2
79894511	159789023	8	8
79894649	159789299	2	5
79894733	159789467	5	2
79895279	159790559	2	5
79895363	159790727	5	2
79895993	159791987	5	2
79896053	159792107	2	5
79896293	159792587	8	8
79896389	159792779	5	2
79896473	159792947	8	8
79897241	159794483	2	5
79897283	159794567	8	8
79897379	159794759	5	2
79897511	159795023	2	5
79897619	159795239	2	5
79897931	159795863	8	8
79898033	159796067	2	5
79898369	159796739	5	2
79898831	159797663	8	8
79898939	159797879	8	8
79899551	159799103	8	8
79899653	159799307	2	5
79900013	159800027	2	5
79900043	159800087	5	2
79900193	159800387	2	5
79900559	159801119	8	8
79900811	159801623	8	8
79900979	159801959	5	2
79901141	159802283	5	2
79901561	159803123	2	5
79901729	159803459	8	8
79901879	159803759	5	2
79902233	159804467	8	8
79902629	159805259	8	8
79902821	159805643	2	5
79903121	159806243	5	2
79903199	159806399	2	5
79903361	159806723	2	5
79903601	159807203	8	8
79903781	159807563	8	8
79903823	159807647	5	2
79903919	159807839	2	5
79903931	159807863	5	2
79904459	159808919	2	5
79904651	159809303	5	2
79904801	159809603	2	5
79904843	159809687	8	8
79905131	159810263	8	8
79905173	159810347	5	2
79905209	159810419	5	2
79905233	159810467	2	5
79905341	159810683	2	5
79905629	159811259	2	5
79906433	159812867	5	2
79907231	159814463	2	5
79907381	159814763	8	8
79907501	159815003	2	5
79907843	159815687	2	5
79908161	159816323	5	2
79908329	159816659	2	5
79908599	159817199	2	5
79908701	159817403	5	2
79908791	159817583	5	2
79908869	159817739	2	5
79908989	159817979	5	2
79909019	159818039	8	8
79909631	159819263	8	8
79909811	159819623	8	8
79909883	159819767	8	8
79910063	159820127	8	8
79910093	159820187	2	5
79910279	159820559	8	8
79910321	159820643	5	2
79910609	159821219	5	2
79911593	159823187	8	8
79911803	159823607	2	5
79912463	159824927	5	2
79912961	159825923	8	8
79913033	159826067	8	8
79913153	159826307	2	5
79913609	159827219	8	8
79913783	159827567	2	5
79914041	159828083	8	8
79914083	159828167	5	2
79914839	159829679	5	2
79914881	159829763	2	5
79915001	159830003	5	2
79915103	159830207	8	8
79915229	159830459	8	8
79915553	159831107	8	8
79915889	159831779	2	5
79915943	159831887	2	5
79916051	159832103	2	5
79916471	159832943	8	8
79916579	159833159	8	8
79916723	159833447	8	8
79917251	159834503	5	2
79917641	159835283	8	8
79917749	159835499	8	8
79917839	159835679	8	8
79918439	159836879	5	2
79918451	159836903	8	8
79918469	159836939	8	8
79918931	159837863	2	5
79919249	159838499	5	2
79919321	159838643	5	2
79919531	159839063	8	8
79919753	159839507	5	2
79919831	159839663	2	5
79920341	159840683	8	8
79920419	159840839	5	2
79920443	159840887	2	5
79920713	159841427	2	5
79920803	159841607	2	5
79921109	159842219	2	5
79921409	159842819	5	2
79921631	159843263	2	5
79921661	159843323	5	2
79921769	159843539	5	2
79922351	159844703	2	5
79922621	159845243	2	5
79922813	159845627	5	2
79923143	159846287	2	5
79923353	159846707	5	2
79923419	159846839	8	8
79923593	159847187	2	5
79923653	159847307	8	8
79923881	159847763	2	5
79924139	159848279	8	8
79924679	159849359	8	8
79925273	159850547	8	8
79925369	159850739	5	2
79926383	159852767	2	5
79927031	159854063	2	5
79927313	159854627	5	2
79927979	159855959	5	2
79928111	159856223	2	5
79928489	159856979	2	5
79928759	159857519	2	5
79929659	159859319	2	5
79930139	159860279	5	2
79930223	159860447	8	8
79930241	159860483	8	8
79931669	159863339	5	2
79932161	159864323	2	5
79932731	159865463	5	2
79932761	159865523	8	8
79932899	159865799	2	5
79932953	159865907	2	5
79933109	159866219	5	2
79933289	159866579	5	2
79933421	159866843	2	5
79933499	159866999	8	8
79933781	159867563	2	5
79933943	159867887	2	5
79934423	159868847	5	2
79934429	159868859	2	5
79934873	159869747	5	2
79934951	159869903	2	5
79936289	159872579	8	8
79936529	159873059	5	2
79936583	159873167	5	2
79936823	159873647	2	5
79937309	159874619	2	5
79937381	159874763	2	5
79937783	159875567	8	8
79937849	159875699	2	5
79938203	159876407	5	2
79938359	159876719	8	8
79938473	159876947	5	2
79938653	159877307	5	2
79939103	159878207	5	2
79939169	159878339	8	8
79939199	159878399	2	5
79939259	159878519	8	8
79939481	159878963	5	2
79939679	159879359	5	2
79940291	159880583	5	2
79940873	159881747	2	5
79940879	159881759	8	8
79941311	159882623	8	8
79941419	159882839	8	8
79941509	159883019	8	8
79941551	159883103	5	2
79941671	159883343	8	8
79942199	159884399	5	2
79942469	159884939	5	2
79942991	159885983	5	2
79943861	159887723	2	5
79943933	159887867	2	5
79943999	159887999	5	2
79944131	159888263	2	5
79944173	159888347	8	8
79944209	159888419	8	8
79944773	159889547	5	2
79944779	159889559	2	5
79944971	159889943	5	2
79945031	159890063	2	5
79945601	159891203	5	2
79945829	159891659	8	8
79946063	159892127	8	8
79946123	159892247	5	2
79946579	159893159	2	5
79946609	159893219	5	2
79946759	159893519	2	5
79946771	159893543	5	2
79946981	159893963	8	8
79947299	159894599	2	5
79947401	159894803	5	2
79947503	159895007	8	8
79948091	159896183	2	5
79948763	159897527	8	8
79948871	159897743	8	8
79949399	159898799	5	2
79949423	159898847	2	5
79949531	159899063	2	5
79949879	159899759	8	8
79951073	159902147	5	2
79951181	159902363	5	2
79951379	159902759	5	2
79951589	159903179	8	8
79952039	159904079	8	8
79952129	159904259	8	8
79952291	159904583	8	8
79952459	159904919	5	2
79952633	159905267	8	8
79953011	159906023	8	8
79953089	159906179	5	2
79953179	159906359	5	2
79953701	159907403	5	2
79953869	159907739	2	5
79954139	159908279	2	5
79954181	159908363	8	8
79954211	159908423	2	5
79954331	159908663	5	2
79954559	159909119	8	8
79954811	159909623	8	8
79955399	159910799	2	5
79955489	159910979	2	5
79955633	159911267	2	5
79955849	159911699	2	5
79956143	159912287	8	8
79956203	159912407	5	2
79956209	159912419	2	5
79956251	159912503	8	8
79956281	159912563	2	5
79956791	159913583	8	8
79956869	159913739	5	2
79956983	159913967	2	5
79957193	159914387	5	2
79957271	159914543	2	5
79957343	159914687	2	5
79957781	159915563	8	8
79957991	159915983	2	5
79958933	159917867	8	8
79959329	159918659	8	8
79959521	159919043	2	5
79959749	159919499	5	2
79959839	159919679	5	2
79960073	159920147	5	2
79960421	159920843	2	5
79960739	159921479	5	2
79960763	159921527	2	5
79960889	159921779	2	5
79960973	159921947	5	2
79961093	159922187	8	8
79961723	159923447	8	8
79961879	159923759	2	5
79961891	159923783	5	2
79961963	159923927	5	2
79962131	159924263	2	5
79962419	159924839	2	5
79962461	159924923	8	8
79962581	159925163	2	5
79962761	159925523	2	5
79962983	159925967	8	8
79963139	159926279	2	5
79963199	159926399	8	8
79963589	159927179	2	5
79963613	159927227	8	8
79963739	159927479	8	8
79964231	159928463	5	2
79964303	159928607	5	2
79964459	159928919	8	8
79964981	159929963	8	8
79965299	159930599	2	5
79965911	159931823	2	5
79965989	159931979	8	8
79966109	159932219	2	5
79966493	159932987	8	8
79966613	159933227	2	5
79966619	159933239	8	8
79966721	159933443	2	5
79966739	159933479	2	5
79966973	159933947	2	5
79967441	159934883	2	5
79968233	159936467	2	5
79968611	159937223	2	5
79968893	159937787	5	2
79969133	159938267	2	5
79969199	159938399	5	2
79969349	159938699	2	5
79969811	159939623	5	2
79970651	159941303	8	8
79970729	159941459	5	2
79970903	159941807	8	8
79971341	159942683	5	2
79972001	159944003	8	8
79972043	159944087	5	2
79972493	159944987	5	2
79972829	159945659	8	8
79973609	159947219	5	2
79974101	159948203	2	5
79974413	159948827	8	8
79974731	159949463	2	5
79975169	159950339	8	8
79975193	159950387	5	2
79975211	159950423	5	2
79975271	159950543	2	5
79975349	159950699	8	8
79975523	159951047	2	5
79975673	159951347	8	8
79975751	159951503	5	2
79976003	159952007	5	2
79976411	159952823	8	8
79976441	159952883	2	5
79976471	159952943	5	2
79976489	159952979	5	2
79976579	159953159	5	2
79976639	159953279	2	5
79977323	159954647	2	5
79977539	159955079	2	5
79977641	159955283	5	2
79978529	159957059	2	5
79978649	159957299	5	2
79978901	159957803	5	2
79978949	159957899	8	8
79980083	159960167	8	8
79980689	159961379	2	5
79981103	159962207	2	5
79981673	159963347	5	2
79981703	159963407	8	8
79982069	159964139	5	2
79982351	159964703	8	8
79982411	159964823	5	2
79982531	159965063	8	8
79982621	159965243	8	8
79982933	159965867	5	2
79982939	159965879	2	5
79983041	159966083	5	2
79983089	159966179	8	8
79983209	159966419	2	5
79983593	159967187	8	8
79984109	159968219	2	5
79984739	159969479	2	5
79985033	159970067	8	8
79985351	159970703	2	5
79985441	159970883	2	5
79985723	159971447	5	2
79986971	159973943	2	5
79987241	159974483	2	5
79987301	159974603	8	8
79987769	159975539	8	8
79988039	159976079	8	8
79988231	159976463	2	5
79988333	159976667	5	2
79988591	159977183	2	5
79988861	159977723	2	5
79989113	159978227	2	5
79989281	159978563	8	8
79989359	159978719	5	2
79989803	159979607	8	8
79990301	159980603	2	5
79990433	159980867	8	8
79990721	159981443	8	8
79990913	159981827	2	5
79990919	159981839	8	8
79991063	159982127	8	8
79991183	159982367	2	5
79991393	159982787	5	2
79991531	159983063	8	8
79991591	159983183	5	2
79991771	159983543	5	2
79992371	159984743	2	5
79994021	159988043	5	2
79994081	159988163	2	5
79995029	159990059	5	2
79995323	159990647	2	5
79995341	159990683	2	5
79995941	159991883	8	8
79995983	159991967	5	2
79996673	159993347	2	5
79996739	159993479	5	2
79996991	159993983	5	2
79997279	159994559	5	2
79997513	159995027	5	2
79997693	159995387	5	2
79997831	159995663	8	8
79997891	159995783	5	2
79997969	159995939	2	5
79998101	159996203	8	8
79998641	159997283	8	8
79998701	159997403	5	2
79998953	159997907	5	2
79998959	159997919	2	5
79999109	159998219	8	8
79999571	159999143	2	5
80000939	160001879	2	5
80001431	160002863	8	8
80001563	160003127	5	2
80001959	160003919	5	2
80002313	160004627	8	8
80002463	160004927	5	2
80003333	160006667	2	5
80003531	160007063	2	5
80003939	160007879	5	2
80004233	160008467	2	5
80004311	160008623	8	8
80004689	160009379	8	8
80004803	160009607	5	2
80005151	160010303	2	5
80005199	160010399	5	2
80005223	160010447	2	5
80005631	160011263	5	2
80005769	160011539	8	8
80005949	160011899	8	8
80006033	160012067	2	5
80006051	160012103	2	5
80006189	160012379	5	2
80006483	160012967	2	5
80006579	160013159	8	8
80006603	160013207	5	2
80006999	160013999	5	2
80007341	160014683	5	2
80008139	160016279	2	5
80008151	160016303	5	2
80008583	160017167	5	2
80008871	160017743	5	2
80008889	160017779	5	2
80009381	160018763	2	5
80009393	160018787	5	2
80009483	160018967	5	2
80009603	160019207	8	8
80009711	160019423	8	8
80010071	160020143	8	8
80010179	160020359	8	8
80010323	160020647	8	8
80010611	160021223	8	8
80010851	160021703	5	2
80011241	160022483	8	8
80011499	160022999	5	2
80011901	160023803	2	5
80012063	160024127	2	5
80012501	160025003	8	8
80012969	160025939	8	8
80013023	160026047	8	8
80013281	160026563	5	2
80013413	160026827	2	5
80013431	160026863	2	5
80013749	160027499	5	2
80014409	160028819	8	8
80014433	160028867	5	2
80014463	160028927	8	8
80014559	160029119	5	2
80014601	160029203	2	5
80014691	160029383	2	5
80015021	160030043	8	8
80015069	160030139	2	5
80015093	160030187	8	8
80015153	160030307	5	2
80015759	160031519	8	8
80016119	160032239	8	8
80016281	160032563	8	8
80016383	160032767	2	5
80016899	160033799	5	2
80017139	160034279	2	5
80017859	160035719	2	5
80017979	160035959	5	2
80018381	160036763	2	5
80018489	160036979	2	5
80018663	160037327	5	2
80018831	160037663	2	5
80018903	160037807	2	5
80019011	160038023	2	5
80019209	160038419	2	5
80019893	160039787	2	5
80020049	160040099	5	2
80020361	160040723	2	5
80020469	160040939	2	5
80020949	160041899	5	2
80021489	160042979	5	2
80021849	160043699	5	2
80021999	160043999	2	5
80022149	160044299	8	8
80022203	160044407	8	8
80022251	160044503	2	5
80022263	160044527	5	2
80022311	160044623	8	8
80022413	160044827	2	5
80023253	160046507	5	2
80023409	160046819	8	8
80023631	160047263	5	2
80024309	160048619	8	8
80024501	160049003	2	5
80024519	160049039	2	5
80024723	160049447	8	8
80024909	160049819	5	2
80026169	160052339	5	2
80026553	160053107	2	5
80026673	160053347	5	2
80026799	160053599	5	2
80026883	160053767	8	8
80027033	160054067	5	2
80027099	160054199	8	8
80027201	160054403	2	5
80027243	160054487	8	8
80027351	160054703	8	8
80027561	160055123	2	5
80027723	160055447	2	5
80028491	160056983	5	2
80028593	160057187	8	8
80028941	160057883	5	2
80029151	160058303	8	8
80029913	160059827	5	2
80030123	160060247	8	8
80030243	160060487	2	5
80030369	160060739	2	5
80030393	160060787	8	8
80030711	160061423	2	5
80030969	160061939	8	8
80030999	160061999	2	5
80031383	160062767	8	8
80031719	160063439	2	5
80031989	160063979	2	5
80032079	160064159	2	5
80032289	160064579	5	2
80032409	160064819	8	8
80032643	160065287	8	8
80032763	160065527	2	5
80032811	160065623	5	2
80032853	160065707	2	5
80033381	160066763	8	8
80034131	160068263	2	5
80034299	160068599	8	8
80034719	160069439	5	2
80035079	160070159	5	2
80035121	160070243	2	5
80035253	160070507	8	8
80035283	160070567	2	5
80035349	160070699	5	2
80035451	160070903	8	8
80035523	160071047	8	8
80035661	160071323	2	5
80036039	160072079	2	5
80036129	160072259	2	5
80036171	160072343	8	8
80036471	160072943	2	5
80036669	160073339	2	5
80036741	160073483	2	5
80036903	160073807	2	5
80037311	160074623	5	2
80038061	160076123	8	8
80038121	160076243	5	2
80038253	160076507	2	5
80038349	160076699	8	8
80038433	160076867	2	5
80038571	160077143	5	2
80038859	160077719	5	2
80038943	160077887	8	8
80039279	160078559	2	5
80039483	160078967	8	8
80039891	160079783	2	5
80040371	160080743	5	2
80040413	160080827	2	5
80040431	160080863	2	5
80040809	160081619	2	5
80041121	160082243	8	8
80042471	160084943	8	8
80042531	160085063	5	2
80042549	160085099	5	2
80042591	160085183	2	5
80043389	160086779	8	8
80044073	160088147	8	8
80044229	160088459	2	5
80044631	160089263	8	8
80044649	160089299	8	8
80045453	160090907	2	5
80045501	160091003	5	2
80045789	160091579	5	2
80046023	160092047	5	2
80046269	160092539	8	8
80046443	160092887	2	5
80046959	160093919	5	2
80047043	160094087	8	8
80047241	160094483	8	8
80047283	160094567	5	2
80047763	160095527	8	8
80048249	160096499	8	8
80048609	160097219	8	8
80049113	160098227	8	8
80049191	160098383	5	2
80049419	160098839	8	8
80049503	160099007	2	5
80049551	160099103	5	2
80049701	160099403	2	5
80049743	160099487	8	8
80049881	160099763	2	5
80049899	160099799	2	5
80049971	160099943	2	5
80050241	160100483	2	5
80050343	160100687	5	2
80050601	160101203	2	5
80050661	160101323	8	8
80050709	160101419	2	5
80050793	160101587	5	2
80050931	160101863	8	8
80051039	160102079	8	8
80051519	160103039	2	5
80051813	160103627	8	8
80051981	160103963	5	2
80052389	160104779	8	8
80052503	160105007	5	2
80052683	160105367	5	2
80053199	160106399	8	8
80053301	160106603	2	5
80053679	160107359	2	5
80053703	160107407	8	8
80054129	160108259	2	5
80054321	160108643	5	2
80054483	160108967	5	2
80054561	160109123	2	5
80054801	160109603	8	8
80054879	160109759	5	2
80055089	160110179	8	8
80055611	160111223	8	8
80056079	160112159	8	8
80056499	160112999	5	2
80056643	160113287	5	2
80056673	160113347	8	8
80056793	160113587	2	5
80056919	160113839	2	5
80057423	160114847	2	5
80057441	160114883	2	5
80057693	160115387	2	5
80057723	160115447	5	2
80057933	160115867	8	8
80058113	160116227	8	8
80058581	160117163	8	8
80058689	160117379	8	8
80059079	160118159	2	5
80059643	160119287	8	8
80059799	160119599	2	5
80060399	160120799	8	8
80060621	160121243	5	2
80060681	160121363	2	5
80061161	160122323	5	2
80061353	160122707	8	8
80061473	160122947	2	5
80062403	160124807	5	2
80062883	160125767	8	8
80063051	160126103	5	2
80063369	160126739	8	8
80063831	160127663	2	5
80064221	160128443	5	2
80064251	160128503	8	8
80064443	160128887	2	5
80064749	160129499	2	5
80064833	160129667	5	2
80065253	160130507	2	5
80065319	160130639	5	2
80065421	160130843	8	8
80066219	160132439	5	2
80066471	160132943	5	2
80066561	160133123	5	2
80066951	160133903	8	8
80067233	160134467	2	5
80067293	160134587	8	8
80067353	160134707	5	2
80067413	160134827	2	5
80068091	160136183	5	2
80068139	160136279	8	8
80068409	160136819	8	8
80068883	160137767	5	2
80068889	160137779	2	5
80069051	160138103	2	5
80069399	160138799	8	8
80069459	160138919	5	2
80069663	160139327	2	5
80070209	160140419	8	8
80070311	160140623	2	5
80070401	160140803	2	5
80070443	160140887	8	8
80070953	160141907	5	2
80071151	160142303	5	2
80071373	160142747	2	5
80071571	160143143	2	5
80071661	160143323	2	5
80072189	160144379	8	8
80072339	160144679	5	2
80072561	160145123	2	5
80073401	160146803	5	2
80073671	160147343	5	2
80074073	160148147	2	5
80074283	160148567	5	2
80074391	160148783	5	2
80074541	160149083	2	5
80074583	160149167	8	8
80075069	160150139	8	8
80075531	160151063	2	5
80075549	160151099	2	5
80075591	160151183	8	8
80077031	160154063	8	8
80077103	160154207	8	8
80077121	160154243	8	8
80077391	160154783	8	8
80077649	160155299	5	2
80077853	160155707	2	5
80078081	160156163	5	2
80078261	160156523	5	2
80078819	160157639	5	2
80078963	160157927	5	2
80079143	160158287	5	2
80079533	160159067	8	8
80079761	160159523	2	5
80080163	160160327	8	8
80080439	160160879	5	2
80080631	160161263	8	8
80080673	160161347	5	2
80080961	160161923	5	2
80081129	160162259	2	5
80082479	160164959	2	5
80082713	160165427	2	5
80082839	160165679	2	5
80082851	160165703	5	2
80083259	160166519	8	8
80083541	160167083	2	5
80083589	160167179	5	2
80083649	160167299	2	5
80084003	160168007	5	2
80084369	160168739	2	5
80084519	160169039	8	8
80084531	160169063	2	5
80084633	160169267	5	2
80084729	160169459	2	5
80084789	160169579	8	8
80084831	160169663	5	2
80084843	160169687	8	8
80085191	160170383	5	2
80085251	160170503	2	5
80085581	160171163	8	8
80085773	160171547	2	5
80086091	160172183	5	2
80086199	160172399	5	2
80086631	160173263	5	2
80086901	160173803	5	2
80087141	160174283	2	5
80087303	160174607	2	5
80087453	160174907	8	8
80087471	160174943	8	8
80087999	160175999	5	2
80088509	160177019	2	5
80088773	160177547	5	2
80089049	160178099	2	5
80089181	160178363	8	8
80089391	160178783	2	5
80089973	160179947	8	8
80090399	160180799	2	5
80090441	160180883	8	8
80090771	160181543	5	2
80090831	160181663	2	5
80091059	160182119	5	2
80091239	160182479	5	2
80091281	160182563	2	5
80091419	160182839	5	2
80091449	160182899	8	8
80092241	160184483	8	8
80092511	160185023	8	8
80092583	160185167	8	8
80092829	160185659	2	5
80093021	160186043	5	2
80093129	160186259	5	2
80093333	160186667	2	5
80093543	160187087	5	2
80093771	160187543	8	8
80094923	160189847	8	8
80095061	160190123	2	5
80095091	160190183	5	2
80095511	160191023	2	5
80095601	160191203	2	5
80095679	160191359	8	8
80095733	160191467	8	8
80096501	160193003	2	5
80096801	160193603	5	2
80096921	160193843	8	8
80097113	160194227	2	5
80097323	160194647	5	2
80097779	160195559	2	5
80097821	160195643	8	8
80098061	160196123	5	2
80098163	160196327	8	8
80098649	160197299	8	8
80098853	160197707	5	2
80099093	160198187	2	5
80099693	160199387	8	8
80100263	160200527	2	5
80100281	160200563	2	5
80100803	160201607	2	5
80100833	160201667	5	2
80101529	160203059	8	8
80101643	160203287	5	2
80102339	160204679	8	8
80102381	160204763	5	2
80102513	160205027	2	5
80102573	160205147	8	8
80102579	160205159	5	2
80102783	160205567	2	5
80102849	160205699	5	2
80103239	160206479	8	8
80103323	160206647	2	5
80103623	160207247	5	2
80103851	160207703	8	8
80103869	160207739	8	8
80104109	160208219	5	2
80104169	160208339	2	5
80104421	160208843	2	5
80104679	160209359	8	8
80104691	160209383	2	5
80105093	160210187	8	8
80105153	160210307	5	2
80105243	160210487	5	2
80105471	160210943	8	8
80105489	160210979	8	8
80105579	160211159	8	8
80105951	160211903	2	5
80105969	160211939	2	5
80106101	160212203	8	8
80106209	160212419	8	8
80106311	160212623	2	5
80106563	160213127	2	5
80106629	160213259	5	2
80106863	160213727	5	2
80106899	160213799	5	2
80107103	160214207	2	5
80107589	160215179	2	5
80107949	160215899	2	5
80108111	160216223	2	5
80108621	160217243	8	8
80108993	160217987	2	5
80109779	160219559	5	2
80110319	160220639	5	2
80110379	160220759	2	5
80111033	160222067	8	8
80111183	160222367	5	2
80111651	160223303	5	2
80111753	160223507	8	8
80111819	160223639	2	5
80111873	160223747	2	5
80112173	160224347	5	2
80112209	160224419	5	2
80112419	160224839	8	8
80112629	160225259	2	5
80112713	160225427	5	2
80113199	160226399	5	2
80113391	160226783	8	8
80113739	160227479	5	2
80113931	160227863	8	8
80114033	160228067	2	5
80114351	160228703	5	2
80114381	160228763	8	8
80114549	160229099	5	2
80114609	160229219	2	5
80114789	160229579	2	5
80115071	160230143	5	2
80115593	160231187	5	2
80115839	160231679	8	8
80115881	160231763	5	2
80116343	160232687	8	8
80116793	160233587	8	8
80117249	160234499	5	2
80117393	160234787	5	2
80117969	160235939	5	2
80118113	160236227	5	2
80118191	160236383	2	5
80118491	160236983	5	2
80118581	160237163	5	2
80119073	160238147	2	5
80119211	160238423	5	2
80119829	160239659	2	5
80119859	160239719	5	2
80120291	160240583	5	2
80120699	160241399	8	8
80120861	160241723	8	8
80120951	160241903	8	8
80121383	160242767	8	8
80121473	160242947	8	8
80121521	160243043	2	5
80121791	160243583	2	5
80121971	160243943	2	5
80122013	160244027	8	8
80122433	160244867	5	2
80122481	160244963	8	8
80122499	160244999	8	8
80124029	160248059	8	8
80124353	160248707	8	8
80124521	160249043	5	2
80124911	160249823	8	8
80124983	160249967	8	8
80125121	160250243	2	5
80125733	160251467	2	5
80125889	160251779	5	2
80126213	160252427	5	2
80126309	160252619	2	5
80126621	160253243	8	8
80127191	160254383	2	5
80127233	160254467	8	8
80127353	160254707	2	5
80127539	160255079	8	8
80127881	160255763	8	8
80128109	160256219	2	5
80128589	160257179	5	2
80129069	160258139	8	8
80129453	160258907	5	2
80130653	160261307	8	8
80130821	160261643	5	2
80130839	160261679	5	2
80131049	160262099	8	8
80131301	160262603	8	8
80131511	160263023	2	5
80131619	160263239	2	5
80131739	160263479	5	2
80131763	160263527	2	5
80131841	160263683	8	8
80132309	160264619	8	8
80132963	160265927	5	2
80133281	160266563	8	8
80133353	160266707	8	8
80133671	160267343	2	5
80134709	160269419	5	2
80134871	160269743	5	2
80135411	160270823	5	2
80135609	160271219	5	2
80136299	160272599	2	5
80136593	160273187	8	8
80136701	160273403	8	8
80136839	160273679	2	5
80136863	160273727	8	8
80136923	160273847	5	2
80137331	160274663	8	8
80137901	160275803	2	5
80137919	160275839	2	5
80138099	160276199	2	5
80138273	160276547	5	2
80138351	160276703	2	5
80138423	160276847	2	5
80138771	160277543	8	8
80138939	160277879	5	2
80138951	160277903	8	8
80139179	160278359	2	5
80139263	160278527	5	2
80139341	160278683	2	5
80139431	160278863	2	5
80139491	160278983	8	8
80139569	160279139	5	2
80139599	160279199	8	8
80139791	160279583	2	5
80139833	160279667	8	8
80139863	160279727	2	5
80140013	160280027	8	8
80140019	160280039	5	2
80140163	160280327	5	2
80140559	160281119	5	2
80141003	160282007	8	8
80141291	160282583	8	8
80141573	160283147	2	5
80141651	160283303	8	8
80142113	160284227	2	5
80142311	160284623	2	5
80142329	160284659	2	5
80142521	160285043	5	2
80142701	160285403	5	2
80142929	160285859	8	8
80143001	160286003	8	8
80143061	160286123	5	2
80143139	160286279	2	5
80143949	160287899	2	5
80145491	160290983	5	2
80145563	160291127	5	2
80145941	160291883	5	2
80146019	160292039	2	5
80146289	160292579	2	5
80146523	160293047	2	5
80147423	160294847	2	5
80148119	160296239	5	2
80148389	160296779	5	2
80149133	160298267	2	5
80149493	160298987	2	5
80149631	160299263	5	2
80150183	160300367	8	8
80150201	160300403	8	8
80150429	160300859	2	5
80150501	160301003	2	5
80150579	160301159	8	8
80150723	160301447	8	8
80150729	160301459	5	2
80150981	160301963	5	2
80151059	160302119	2	5
80151143	160302287	5	2
80151341	160302683	5	2
80151551	160303103	8	8
80151959	160303919	2	5
80152379	160304759	8	8
80152511	160305023	5	2
80152829	160305659	8	8
80152931	160305863	2	5
80153921	160307843	2	5
80154029	160308059	2	5
80155151	160310303	8	8
80155709	160311419	8	8
80155979	160311959	8	8
80156039	160312079	5	2
80156201	160312403	5	2
80156273	160312547	5	2
80156399	160312799	5	2
80156519	160313039	8	8
80157191	160314383	5	2
80157683	160315367	2	5
80158271	160316543	5	2
80158499	160316999	8	8
80159069	160318139	2	5
80159561	160319123	8	8
80159591	160319183	2	5
80159693	160319387	5	2
80159861	160319723	2	5
80159951	160319903	2	5
80160149	160320299	2	5
80160413	160320827	5	2
80160581	160321163	2	5
80160929	160321859	8	8
80161421	160322843	5	2
80161751	160323503	2	5
80161871	160323743	5	2
80163203	160326407	5	2
80163263	160326527	2	5
80163689	160327379	5	2
80163893	160327787	2	5
80164379	160328759	2	5
80164433	160328867	2	5
80164841	160329683	5	2
80165153	160330307	2	5
80165231	160330463	8	8
80165861	160331723	8	8
80165909	160331819	2	5
80165933	160331867	8	8
80166389	160332779	5	2
80166473	160332947	8	8
80166809	160333619	2	5
80166893	160333787	5	2
80166941	160333883	8	8
80166953	160333907	2	5
80167001	160334003	5	2
80167091	160334183	5	2
