ANÁLISIS COMPLETO DE RAÍCES DIGITALES - PRIMOS DE SOPHIE GERMAIN
Límite de búsqueda: 100000000
Total de primos encontrados: 423140
Fecha de análisis: 2025-07-30T12:29:16.768
================================================================================

TABLA COMPLETA DE RESULTADOS
----------------------------------------
p	2p+1	raíz(p)	raíz(2p+1)
23206493	46412987	2	5
23206523	46413047	5	2
23206559	46413119	5	2
23206769	46413539	8	8
23207543	46415087	8	8
23207963	46415927	5	2
23208131	46416263	2	5
23208203	46416407	2	5
23208611	46417223	5	2
23208803	46417607	8	8
23208821	46417643	8	8
23209031	46418063	2	5
23209061	46418123	5	2
23209181	46418363	8	8
23209289	46418579	8	8
23209451	46418903	8	8
23209559	46419119	8	8
23209799	46419599	5	2
23209883	46419767	8	8
23210003	46420007	2	5
23210171	46420343	8	8
23210189	46420379	8	8
23210249	46420499	5	2
23210699	46421399	5	2
23210849	46421699	2	5
23211053	46422107	8	8
23211143	46422287	8	8
23211449	46422899	8	8
23211869	46423739	5	2
23212331	46424663	8	8
23212379	46424759	2	5
23212529	46425059	8	8
23212751	46425503	5	2
23212823	46425647	5	2
23212961	46425923	8	8
23212979	46425959	8	8
23213273	46426547	5	2
23213363	46426727	5	2
23213429	46426859	8	8
23213849	46427699	5	2
23213951	46427903	8	8
23214011	46428023	5	2
23214083	46428167	5	2
23214101	46428203	5	2
23214533	46429067	5	2
23214731	46429463	5	2
23214791	46429583	2	5
23214869	46429739	8	8
23214881	46429763	2	5
23215091	46430183	5	2
23215253	46430507	5	2
23215781	46431563	2	5
23215823	46431647	8	8
23215949	46431899	8	8
23216981	46433963	5	2
23217479	46434959	8	8
23217773	46435547	5	2
23218049	46436099	2	5
23218193	46436387	2	5
23218469	46436939	8	8
23218529	46437059	5	2
23218619	46437239	5	2
23218859	46437719	2	5
23218913	46437827	2	5
23219039	46438079	2	5
23219249	46438499	5	2
23219639	46439279	8	8
23219771	46439543	5	2
23219783	46439567	8	8
23220149	46440299	5	2
23220569	46441139	2	5
23220833	46441667	5	2
23221091	46442183	2	5
23221109	46442219	2	5
23221241	46442483	8	8
23221259	46442519	8	8
23221349	46442699	8	8
23221361	46442723	2	5
23221853	46443707	8	8
23222081	46444163	2	5
23222219	46444439	5	2
23222891	46445783	2	5
23223041	46446083	8	8
23223143	46446287	2	5
23223269	46446539	2	5
23223701	46447403	2	5
23223731	46447463	5	2
23223803	46447607	5	2
23223923	46447847	8	8
23224373	46448747	8	8
23224433	46448867	5	2
23224829	46449659	5	2
23225021	46450043	8	8
23225063	46450127	5	2
23225123	46450247	2	5
23225333	46450667	5	2
23225369	46450739	5	2
23225759	46451519	8	8
23225831	46451663	8	8
23225879	46451759	2	5
23226611	46453223	5	2
23226851	46453703	2	5
23227229	46454459	2	5
23227283	46454567	2	5
23227511	46455023	5	2
23227643	46455287	2	5
23227901	46455803	8	8
23227961	46455923	5	2
23228039	46456079	2	5
23228141	46456283	5	2
23228339	46456679	5	2
23228633	46457267	2	5
23228741	46457483	2	5
23228759	46457519	2	5
23228921	46457843	2	5
23228993	46457987	2	5
23229119	46458239	2	5
23229659	46459319	2	5
23229683	46459367	8	8
23230121	46460243	5	2
23230373	46460747	5	2
23230523	46461047	2	5
23230631	46461263	2	5
23230829	46461659	2	5
23230979	46461959	8	8
23231723	46463447	5	2
23231801	46463603	2	5
23232101	46464203	5	2
23232119	46464239	5	2
23232431	46464863	2	5
23232623	46465247	5	2
23233961	46467923	2	5
23234153	46468307	5	2
23234201	46468403	8	8
23234411	46468823	2	5
23234609	46469219	2	5
23235281	46470563	8	8
23235323	46470647	5	2
23235419	46470839	2	5
23235473	46470947	2	5
23235629	46471259	5	2
23235791	46471583	5	2
23236919	46473839	8	8
23237069	46474139	5	2
23237183	46474367	2	5
23237471	46474943	2	5
23237561	46475123	2	5
23237723	46475447	2	5
23237849	46475699	2	5
23238203	46476407	5	2
23238329	46476659	5	2
23238401	46476803	5	2
23238443	46476887	2	5
23238503	46477007	8	8
23238959	46477919	5	2
23239091	46478183	2	5
23239259	46478519	8	8
23239409	46478819	5	2
23239481	46478963	5	2
23239511	46479023	8	8
23240291	46480583	5	2
23240753	46481507	8	8
23240831	46481663	5	2
23241551	46483103	5	2
23241749	46483499	5	2
23241821	46483643	5	2
23242679	46485359	8	8
23242853	46485707	2	5
23242889	46485779	2	5
23243201	46486403	8	8
23243243	46486487	5	2
23243303	46486607	2	5
23243999	46487999	5	2
23244059	46488119	2	5
23244323	46488647	5	2
23244701	46489403	5	2
23244803	46489607	8	8
23244821	46489643	8	8
23244953	46489907	5	2
23245679	46491359	2	5
23245991	46491983	8	8
23246381	46492763	2	5
23246441	46492883	8	8
23246453	46492907	2	5
23246609	46493219	5	2
23246669	46493339	2	5
23246771	46493543	5	2
23246963	46493927	8	8
23247011	46494023	2	5
23247071	46494143	8	8
23247233	46494467	8	8
23247293	46494587	5	2
23247671	46495343	5	2
23247701	46495403	8	8
23247929	46495859	2	5
23248013	46496027	5	2
23248139	46496279	5	2
23248223	46496447	8	8
23248391	46496783	5	2
23248451	46496903	2	5
23248499	46496999	5	2
23248541	46497083	2	5
23248793	46497587	2	5
23248859	46497719	5	2
23248889	46497779	8	8
23249129	46498259	5	2
23249399	46498799	5	2
23249813	46499627	5	2
23249861	46499723	8	8
23250413	46500827	2	5
23250473	46500947	8	8
23250743	46501487	8	8
23250761	46501523	8	8
23250863	46501727	2	5
23250869	46501739	8	8
23250893	46501787	5	2
23251001	46502003	5	2
23251253	46502507	5	2
23251499	46502999	8	8
23251589	46503179	8	8
23251853	46503707	2	5
23251913	46503827	8	8
23252153	46504307	5	2
23252231	46504463	2	5
23252783	46505567	5	2
23253029	46506059	8	8
23253071	46506143	5	2
23253173	46506347	8	8
23253599	46507199	2	5
23253641	46507283	8	8
23253731	46507463	8	8
23253833	46507667	2	5
23253869	46507739	2	5
23253959	46507919	2	5
23254229	46508459	2	5
23254349	46508699	5	2
23254373	46508747	2	5
23255009	46510019	8	8
23255429	46510859	5	2
23255621	46511243	8	8
23255759	46511519	2	5
23256053	46512107	8	8
23256251	46512503	8	8
23256371	46512743	2	5
23256713	46513427	2	5
23256809	46513619	8	8
23257103	46514207	5	2
23258003	46516007	5	2
23258051	46516103	8	8
23258219	46516439	5	2
23258309	46516619	5	2
23258321	46516643	8	8
23258351	46516703	2	5
23258513	46517027	2	5
23258621	46517243	2	5
23259053	46518107	2	5
23259149	46518299	8	8
23259389	46518779	5	2
23259473	46518947	8	8
23259941	46519883	8	8
23260043	46520087	2	5
23260091	46520183	5	2
23260361	46520723	5	2
23260823	46521647	8	8
23261081	46522163	5	2
23261201	46522403	8	8
23261963	46523927	5	2
23261999	46523999	5	2
23263241	46526483	5	2
23263319	46526639	2	5
23263589	46527179	2	5
23263853	46527707	5	2
23264861	46529723	5	2
23265323	46530647	8	8
23265629	46531259	8	8
23265689	46531379	5	2
23265821	46531643	2	5
23266349	46532699	8	8
23266541	46533083	2	5
23267663	46535327	8	8
23267969	46535939	8	8
23268029	46536059	5	2
23268209	46536419	5	2
23268221	46536443	8	8
23268551	46537103	5	2
23268629	46537259	2	5
23268653	46537307	8	8
23269061	46538123	2	5
23269769	46539539	8	8
23269973	46539947	5	2
23270171	46540343	5	2
23270189	46540379	5	2
23270309	46540619	8	8
23270633	46541267	8	8
23270651	46541303	8	8
23270729	46541459	5	2
23271179	46542359	5	2
23271263	46542527	8	8
23271329	46542659	2	5
23271431	46542863	5	2
23271491	46542983	2	5
23271569	46543139	8	8
23271719	46543439	5	2
23271821	46543643	8	8
23271959	46543919	2	5
23272043	46544087	5	2
23272409	46544819	2	5
23272421	46544843	5	2
23272493	46544987	5	2
23272673	46545347	5	2
23273273	46546547	2	5
23273381	46546763	2	5
23273441	46546883	8	8
23273681	46547363	5	2
23273801	46547603	8	8
23274089	46548179	8	8
23275181	46550363	2	5
23275391	46550783	5	2
23275523	46551047	2	5
23275613	46551227	2	5
23275649	46551299	2	5
23276573	46553147	8	8
23276579	46553159	5	2
23276651	46553303	5	2
23276873	46553747	2	5
23277263	46554527	5	2
23277269	46554539	2	5
23277461	46554923	5	2
23277659	46555319	5	2
23278043	46556087	2	5
23278481	46556963	8	8
23278571	46557143	8	8
23278943	46557887	2	5
23279153	46558307	5	2
23279159	46558319	2	5
23279309	46558619	8	8
23279363	46558727	8	8
23279471	46558943	8	8
23279891	46559783	5	2
23280143	46560287	5	2
23280563	46561127	2	5
23280773	46561547	5	2
23280923	46561847	2	5
23281073	46562147	8	8
23281133	46562267	5	2
23281169	46562339	5	2
23281319	46562639	2	5
23281463	46562927	2	5
23281613	46563227	8	8
23281733	46563467	2	5
23281781	46563563	5	2
23281889	46563779	5	2
23281949	46563899	2	5
23282111	46564223	2	5
23282123	46564247	5	2
23282309	46564619	2	5
23282471	46564943	2	5
23282849	46565699	2	5
23282939	46565879	2	5
23282981	46565963	8	8
23283173	46566347	2	5
23283401	46566803	5	2
23283731	46567463	2	5
23284133	46568267	8	8
23284403	46568807	8	8
23284421	46568843	8	8
23284511	46569023	8	8
23284829	46569659	2	5
23285033	46570067	8	8
23285501	46571003	8	8
23285939	46571879	5	2
23286293	46572587	8	8
23286359	46572719	2	5
23286443	46572887	5	2
23286551	46573103	5	2
23287151	46574303	2	5
23287289	46574579	5	2
23287499	46574999	8	8
23287571	46575143	8	8
23287619	46575239	2	5
23288033	46576067	2	5
23288381	46576763	8	8
23288819	46577639	5	2
23289023	46578047	2	5
23289341	46578683	5	2
23289683	46579367	5	2
23290061	46580123	5	2
23290259	46580519	5	2
23290469	46580939	8	8
23291189	46582379	8	8
23291363	46582727	2	5
23291969	46583939	5	2
23291993	46583987	2	5
23292029	46584059	2	5
23292383	46584767	5	2
23292623	46585247	2	5
23292761	46585523	5	2
23293139	46586279	5	2
23293499	46586999	5	2
23294021	46588043	5	2
23294339	46588679	8	8
23294483	46588967	8	8
23294723	46589447	5	2
23294891	46589783	2	5
23295071	46590143	2	5
23295179	46590359	2	5
23296121	46592243	8	8
23296649	46593299	5	2
23296901	46593803	5	2
23297009	46594019	5	2
23297069	46594139	2	5
23297231	46594463	2	5
23297243	46594487	5	2
23297381	46594763	8	8
23297783	46595567	5	2
23297849	46595699	8	8
23297951	46595903	2	5
23298029	46596059	8	8
23298053	46596107	5	2
23298791	46597583	5	2
23298833	46597667	2	5
23299343	46598687	8	8
23299361	46598723	8	8
23299649	46599299	8	8
23300729	46601459	8	8
23300741	46601483	2	5
23300831	46601663	2	5
23300873	46601747	8	8
23300951	46601903	5	2
23301389	46602779	2	5
23301521	46603043	8	8
23301539	46603079	8	8
23301623	46603247	2	5
23301851	46603703	5	2
23302133	46604267	8	8
23302313	46604627	8	8
23302319	46604639	5	2
23302451	46604903	2	5
23302613	46605227	2	5
23302991	46605983	2	5
23303009	46606019	2	5
23303261	46606523	2	5
23303309	46606619	5	2
23303333	46606667	2	5
23303639	46607279	2	5
23303783	46607567	2	5
23304353	46608707	5	2
23304821	46609643	5	2
23305013	46610027	8	8
23305361	46610723	5	2
23305391	46610783	8	8
23305421	46610843	2	5
23305703	46611407	5	2
23306333	46612667	5	2
23306669	46613339	8	8
23307029	46614059	8	8
23307083	46614167	8	8
23307209	46614419	8	8
23307239	46614479	2	5
23307653	46615307	2	5
23307821	46615643	8	8
23307989	46615979	5	2
23308013	46616027	2	5
23308331	46616663	5	2
23308391	46616783	2	5
23308403	46616807	5	2
23308781	46617563	5	2
23309063	46618127	8	8
23309213	46618427	5	2
23309249	46618499	5	2
23309309	46618619	2	5
23310041	46620083	5	2
23310173	46620347	2	5
23310299	46620599	2	5
23310401	46620803	5	2
23310491	46620983	5	2
23310503	46621007	8	8
23310719	46621439	8	8
23310863	46621727	8	8
23310953	46621907	8	8
23311049	46622099	5	2
23311133	46622267	8	8
23311583	46623167	8	8
23311703	46623407	2	5
23312441	46624883	2	5
23312483	46624967	8	8
23312693	46625387	2	5
23312909	46625819	2	5
23313011	46626023	5	2
23313203	46626407	8	8
23313299	46626599	5	2
23313371	46626743	5	2
23313473	46626947	8	8
23313623	46627247	5	2
23313989	46627979	2	5
23314001	46628003	5	2
23314493	46628987	2	5
23315003	46630007	8	8
23315021	46630043	8	8
23315471	46630943	8	8
23315609	46631219	2	5
23315849	46631699	8	8
23315861	46631723	2	5
23316071	46632143	5	2
23316323	46632647	5	2
23316383	46632767	2	5
23316431	46632863	5	2
23316473	46632947	2	5
23316521	46633043	5	2
23317121	46634243	2	5
23317589	46635179	2	5
23317919	46635839	8	8
23317979	46635959	5	2
23318129	46636259	2	5
23318219	46636439	2	5
23318651	46637303	2	5
23318741	46637483	2	5
23318759	46637519	2	5
23318819	46637639	8	8
23319011	46638023	2	5
23319239	46638479	5	2
23319599	46639199	5	2
23319671	46639343	5	2
23319833	46639667	5	2
23319893	46639787	2	5
23320019	46640039	2	5
23320151	46640303	8	8
23320259	46640519	8	8
23320373	46640747	5	2
23320499	46640999	5	2
23320613	46641227	2	5
23320793	46641587	2	5
23320949	46641899	5	2
23321201	46642403	5	2
23321621	46643243	2	5
23321663	46643327	8	8
23321741	46643483	5	2
23322179	46644359	2	5
23322353	46644707	5	2
23322473	46644947	8	8
23322503	46645007	2	5
23323199	46646399	5	2
23323343	46646687	5	2
23323451	46646903	5	2
23323589	46647179	8	8
23324069	46648139	2	5
23324261	46648523	5	2
23324309	46648619	8	8
23324321	46648643	2	5
23324429	46648859	2	5
23324579	46649159	8	8
23325161	46650323	5	2
23325233	46650467	5	2
23325719	46651439	5	2
23325941	46651883	2	5
23326001	46652003	8	8
23326073	46652147	8	8
23326349	46652699	5	2
23326739	46653479	8	8
23327429	46654859	5	2
23327849	46655699	2	5
23327873	46655747	8	8
23327891	46655783	8	8
23328251	46656503	8	8
23328401	46656803	5	2
23328653	46657307	5	2
23328689	46657379	5	2
23328863	46657727	8	8
23329409	46658819	5	2
23329469	46658939	2	5
23329781	46659563	8	8
23330039	46660079	5	2
23330159	46660319	8	8
23330453	46660907	5	2
23330501	46661003	8	8
23331179	46662359	2	5
23331281	46662563	5	2
23331569	46663139	5	2
23332301	46664603	8	8
23332493	46664987	2	5
23332691	46665383	2	5
23332871	46665743	2	5
23332889	46665779	2	5
23333003	46666007	8	8
23333351	46666703	5	2
23333393	46666787	2	5
23333699	46667399	2	5
23333819	46667639	5	2
23334491	46668983	2	5
23334533	46669067	8	8
23334653	46669307	2	5
23334683	46669367	5	2
23334749	46669499	8	8
23335139	46670279	2	5
23335199	46670399	8	8
23335583	46671167	5	2
23335751	46671503	2	5
23335853	46671707	5	2
23336249	46672499	5	2
23336591	46673183	5	2
23336711	46673423	8	8
23336993	46673987	2	5
23337221	46674443	5	2
23337383	46674767	5	2
23337533	46675067	2	5
23337773	46675547	8	8
23338079	46676159	8	8
23338181	46676363	2	5
23338349	46676699	8	8
23338643	46677287	5	2
23338961	46677923	8	8
23339021	46678043	5	2
23339111	46678223	5	2
23339219	46678439	5	2
23339873	46679747	2	5
23340143	46680287	2	5
23340203	46680407	8	8
23340353	46680707	5	2
23340419	46680839	8	8
23340899	46681799	2	5
23341271	46682543	5	2
23341313	46682627	2	5
23341523	46683047	5	2
23341541	46683083	5	2
23342213	46684427	2	5
23342369	46684739	5	2
23342381	46684763	8	8
23342873	46685747	5	2
23343233	46686467	5	2
23343641	46687283	8	8
23344199	46688399	8	8
23344523	46689047	8	8
23344823	46689647	2	5
23344973	46689947	8	8
23345093	46690187	2	5
23345141	46690283	5	2
23345219	46690439	2	5
23345303	46690607	5	2
23345579	46691159	2	5
23345873	46691747	8	8
23345909	46691819	8	8
23345951	46691903	5	2
23345963	46691927	8	8
23346143	46692287	8	8
23346353	46692707	2	5
23346419	46692839	5	2
23346929	46693859	2	5
23347013	46694027	5	2
23347199	46694399	2	5
23347529	46695059	8	8
23347661	46695323	5	2
23347763	46695527	8	8
23347799	46695599	8	8
23348051	46696103	8	8
23348081	46696163	2	5
23348141	46696283	8	8
23349101	46698203	5	2
23349251	46698503	2	5
23349659	46699319	5	2
23349713	46699427	5	2
23349779	46699559	8	8
23350091	46700183	5	2
23350199	46700399	5	2
23350499	46700999	8	8
23350661	46701323	8	8
23350949	46701899	8	8
23351369	46702739	5	2
23351411	46702823	2	5
23351483	46702967	2	5
23352029	46704059	8	8
23352089	46704179	5	2
23352209	46704419	8	8
23352239	46704479	2	5
23352359	46704719	5	2
23352761	46705523	2	5
23352863	46705727	5	2
23352869	46705739	2	5
23352893	46705787	8	8
23353259	46706519	5	2
23353373	46706747	2	5
23353481	46706963	2	5
23353829	46707659	8	8
23353871	46707743	5	2
23354099	46708199	8	8
23354189	46708379	8	8
23354459	46708919	8	8
23354711	46709423	8	8
23354813	46709627	2	5
23355071	46710143	8	8
23355191	46710383	2	5
23355413	46710827	8	8
23355653	46711307	5	2
23355659	46711319	2	5
23355779	46711559	5	2
23356043	46712087	8	8
23356163	46712327	2	5
23357909	46715819	2	5
23358053	46716107	2	5
23358113	46716227	8	8
23358299	46716599	5	2
23358509	46717019	8	8
23359163	46718327	5	2
23359289	46718579	5	2
23359313	46718627	2	5
23359403	46718807	2	5
23359439	46718879	2	5
23359481	46718963	8	8
23359499	46718999	8	8
23359541	46719083	5	2
23359613	46719227	5	2
23359859	46719719	8	8
23359883	46719767	5	2
23360273	46720547	8	8
23360429	46720859	2	5
23360531	46721063	5	2
23360591	46721183	2	5
23361113	46722227	2	5
23361161	46722323	5	2
23361641	46723283	8	8
23361983	46723967	8	8
23362193	46724387	2	5
23362739	46725479	8	8
23363003	46726007	2	5
23363033	46726067	5	2
23363069	46726139	5	2
23363339	46726679	5	2
23363783	46727567	8	8
23364083	46728167	2	5
23364221	46728443	5	2
23364779	46729559	5	2
23364833	46729667	5	2
23365253	46730507	2	5
23365313	46730627	8	8
23365451	46730903	2	5
23365679	46731359	5	2
23366009	46732019	2	5
23366093	46732187	5	2
23366159	46732319	8	8
23366303	46732607	8	8
23366429	46732859	8	8
23366639	46733279	2	5
23366753	46733507	8	8
23366939	46733879	5	2
23367101	46734203	5	2
23367353	46734707	5	2
23367611	46735223	2	5
23367719	46735439	2	5
23367731	46735463	5	2
23367863	46735727	2	5
23367983	46735967	5	2
23368133	46736267	2	5
23368511	46737023	2	5
23368643	46737287	8	8
23368721	46737443	5	2
23368991	46737983	5	2
23369393	46738787	2	5
23369471	46738943	8	8
23369561	46739123	8	8
23369663	46739327	2	5
23370023	46740047	2	5
23370029	46740059	8	8
23370071	46740143	5	2
23370101	46740203	8	8
23370593	46741187	5	2
23370719	46741439	5	2
23371091	46742183	8	8
23371541	46743083	8	8
23371559	46743119	8	8
23371823	46743647	2	5
23372003	46744007	2	5
23372159	46744319	5	2
23372249	46744499	5	2
23372273	46744547	2	5
23372621	46745243	8	8
23372963	46745927	8	8
23373191	46746383	2	5
23373323	46746647	8	8
23373533	46747067	2	5
23373719	46747439	8	8
23373881	46747763	8	8
23374523	46749047	2	5
23374553	46749107	5	2
23374619	46749239	8	8
23375039	46750079	5	2
23375171	46750343	2	5
23376029	46752059	5	2
23376239	46752479	8	8
23376401	46752803	8	8
23376443	46752887	5	2
23376641	46753283	5	2
23376761	46753523	8	8
23376851	46753703	8	8
23376911	46753823	5	2
23377019	46754039	5	2
23377181	46754363	5	2
23377433	46754867	5	2
23377493	46754987	2	5
23377943	46755887	2	5
23378021	46756043	8	8
23378279	46756559	5	2
23378423	46756847	5	2
23378471	46756943	8	8
23378501	46757003	2	5
23378819	46757639	5	2
23378903	46757807	8	8
23378963	46757927	5	2
23379113	46758227	2	5
23379203	46758407	2	5
23379353	46758707	8	8
23379371	46758743	8	8
23379599	46759199	2	5
23380529	46761059	5	2
23380631	46761263	8	8
23380733	46761467	2	5
23380823	46761647	2	5
23380853	46761707	5	2
23380979	46761959	5	2
23381261	46762523	8	8
23381411	46762823	5	2
23381573	46763147	5	2
23382011	46764023	2	5
23382413	46764827	8	8
23382563	46765127	5	2
23382629	46765259	8	8
23382659	46765319	2	5
23383121	46766243	5	2
23383169	46766339	8	8
23383589	46767179	5	2
23383649	46767299	2	5
23384033	46768067	8	8
23384099	46768199	2	5
23384363	46768727	5	2
23384423	46768847	2	5
23384519	46769039	8	8
23384849	46769699	5	2
23385053	46770107	2	5
23385083	46770167	5	2
23385119	46770239	5	2
23385359	46770719	2	5
23385431	46770863	2	5
23385821	46771643	5	2
23386403	46772807	2	5
23386631	46773263	5	2
23386703	46773407	5	2
23386901	46773803	5	2
23387921	46775843	8	8
23388269	46776539	5	2
23388419	46776839	2	5
23388479	46776959	8	8
23388509	46777019	2	5
23389259	46778519	5	2
23389799	46779599	5	2
23389913	46779827	2	5
23390021	46780043	2	5
23390063	46780127	8	8
23390369	46780739	8	8
23390429	46780859	5	2
23390519	46781039	5	2
23390813	46781627	2	5
23390981	46781963	8	8
23391089	46782179	8	8
23391191	46782383	2	5
23391653	46783307	5	2
23391941	46783883	5	2
23392079	46784159	8	8
23392091	46784183	2	5
23392601	46785203	8	8
23393033	46786067	8	8
23393141	46786283	8	8
23393603	46787207	2	5
23393729	46787459	2	5
23393789	46787579	8	8
23393801	46787603	2	5
23394653	46789307	8	8
23394929	46789859	5	2
23395661	46791323	8	8
23396183	46792367	8	8
23396423	46792847	5	2
23396699	46793399	2	5
23396729	46793459	5	2
23396861	46793723	2	5
23396963	46793927	5	2
23397173	46794347	8	8
23397323	46794647	5	2
23397551	46795103	8	8
23397791	46795583	5	2
23398223	46796447	5	2
23398241	46796483	5	2
23398649	46797299	8	8
23398841	46797683	2	5
23398913	46797827	2	5
23399039	46798079	2	5
23399093	46798187	2	5
23399339	46798679	5	2
23399741	46799483	2	5
23399903	46799807	2	5
23400089	46800179	8	8
23400203	46800407	5	2
23400869	46801739	5	2
23401151	46802303	8	8
23401193	46802387	5	2
23401349	46802699	8	8
23401379	46802759	2	5
23401523	46803047	2	5
23401769	46803539	5	2
23402213	46804427	8	8
23402273	46804547	5	2
23402279	46804559	2	5
23402573	46805147	8	8
23403161	46806323	2	5
23403329	46806659	8	8
23403371	46806743	5	2
23403533	46807067	5	2
23403701	46807403	2	5
23403749	46807499	5	2
23404103	46808207	8	8
23404211	46808423	8	8
23404229	46808459	8	8
23404709	46809419	2	5
23404781	46809563	2	5
23405111	46810223	8	8
23405561	46811123	8	8
23405873	46811747	5	2
23406221	46812443	2	5
23406431	46812863	5	2
23406473	46812947	2	5
23406521	46813043	5	2
23406563	46813127	2	5
23406809	46813619	5	2
23406833	46813667	2	5
23406923	46813847	2	5
23407313	46814627	5	2
23407841	46815683	2	5
23408051	46816103	5	2
23408153	46816307	8	8
23408219	46816439	2	5
23408471	46816943	2	5
23408681	46817363	5	2
23408789	46817579	5	2
23408849	46817699	2	5
23408981	46817963	8	8
23409233	46818467	8	8
23410421	46820843	8	8
23410463	46820927	5	2
23410493	46820987	8	8
23410949	46821899	5	2
23411009	46822019	2	5
23411081	46822163	2	5
23411351	46822703	2	5
23411411	46822823	8	8
23411621	46823243	2	5
23412023	46824047	8	8
23412029	46824059	5	2
23412041	46824083	8	8
23412419	46824839	8	8
23412611	46825223	2	5
23412761	46825523	8	8
23413133	46826267	2	5
23413601	46827203	2	5
23413613	46827227	5	2
23413739	46827479	5	2
23414243	46828487	5	2
23414351	46828703	5	2
23414939	46829879	8	8
23415251	46830503	5	2
23415401	46830803	2	5
23415869	46831739	2	5
23415911	46831823	8	8
23416121	46832243	2	5
23416583	46833167	5	2
23416889	46833779	5	2
23417081	46834163	8	8
23417171	46834343	8	8
23417489	46834979	2	5
23417879	46835759	5	2
23417969	46835939	5	2
23418179	46836359	8	8
23418281	46836563	2	5
23418833	46837667	5	2
23419073	46838147	2	5
23419139	46838279	5	2
23419271	46838543	2	5
23419661	46839323	5	2
23419673	46839347	8	8
23419691	46839383	8	8
23419919	46839839	2	5
23420021	46840043	5	2
23420069	46840139	8	8
23420219	46840439	5	2
23420363	46840727	5	2
23420459	46840919	2	5
23420879	46841759	8	8
23420921	46841843	5	2
23420933	46841867	8	8
23421113	46842227	8	8
23421143	46842287	2	5
23421173	46842347	5	2
23421269	46842539	2	5
23421323	46842647	2	5
23421353	46842707	5	2
23421791	46843583	2	5
23421899	46843799	2	5
23422181	46844363	5	2
23422559	46845119	5	2
23422571	46845143	8	8
23422799	46845599	2	5
23423129	46846259	8	8
23423489	46846979	8	8
23423759	46847519	8	8
23424179	46848359	5	2
23424491	46848983	2	5
23424749	46849499	8	8
23425169	46850339	5	2
23425469	46850939	8	8
23425709	46851419	5	2
23425931	46851863	2	5
23426549	46853099	8	8
23426813	46853627	2	5
23427143	46854287	8	8
23427713	46855427	2	5
23427821	46855643	2	5
23428211	46856423	5	2
23428253	46856507	2	5
23428523	46857047	2	5
23428673	46857347	8	8
23428739	46857479	2	5
23428799	46857599	8	8
23429039	46858079	5	2
23429141	46858283	8	8
23429309	46858619	5	2
23429501	46859003	8	8
23429729	46859459	2	5
23430653	46861307	8	8
23431013	46862027	8	8
23431073	46862147	5	2
23431301	46862603	8	8
23431361	46862723	5	2
23431433	46862867	5	2
23431451	46862903	5	2
23431631	46863263	5	2
23431931	46863863	8	8
23432219	46864439	8	8
23432429	46864859	2	5
23432639	46865279	5	2
23432663	46865327	2	5
23432819	46865639	5	2
23433071	46866143	5	2
23433629	46867259	5	2
23433671	46867343	2	5
23434409	46868819	2	5
23434751	46869503	2	5
23435501	46871003	5	2
23435543	46871087	2	5
23435669	46871339	2	5
23436113	46872227	5	2
23436173	46872347	2	5
23436401	46872803	5	2
23436593	46873187	8	8
23436989	46873979	8	8
23437019	46874039	2	5
23437223	46874447	8	8
23437229	46874459	5	2
23437541	46875083	2	5
23437769	46875539	5	2
23438111	46876223	5	2
23438339	46876679	8	8
23438489	46876979	5	2
23438669	46877339	5	2
23438819	46877639	2	5
23439089	46878179	2	5
23439191	46878383	5	2
23439263	46878527	5	2
23439551	46879103	5	2
23439623	46879247	5	2
23439893	46879787	5	2
23440463	46880927	8	8
23440589	46881179	8	8
23440853	46881707	2	5
23441261	46882523	5	2
23441651	46883303	8	8
23441711	46883423	5	2
23442449	46884899	5	2
23442593	46885187	5	2
23442833	46885667	2	5
23443193	46886387	2	5
23443421	46886843	5	2
23443481	46886963	2	5
23443499	46886999	2	5
23443559	46887119	8	8
23443583	46887167	5	2
23444231	46888463	5	2
23444321	46888643	5	2
23444363	46888727	2	5
23444381	46888763	2	5
23444471	46888943	2	5
23444783	46889567	8	8
23444951	46889903	5	2
23445011	46890023	2	5
23445293	46890587	5	2
23445413	46890827	8	8
23445953	46891907	8	8
23446151	46892303	8	8
23446463	46892927	5	2
23447201	46894403	5	2
23447639	46895279	2	5
23447849	46895699	5	2
23447933	46895867	8	8
23448773	46897547	2	5
23448809	46897619	2	5
23448959	46897919	8	8
23449199	46898399	5	2
23449931	46899863	8	8
23450513	46901027	5	2
23450783	46901567	5	2
23451209	46902419	8	8
23451293	46902587	2	5
23451479	46902959	8	8
23451563	46903127	2	5
23451971	46903943	5	2
23452589	46905179	2	5
23452661	46905323	2	5
23452703	46905407	8	8
23452829	46905659	8	8
23452991	46905983	8	8
23453099	46906199	8	8
23453411	46906823	5	2
23453603	46907207	8	8
23453669	46907339	2	5
23454023	46908047	5	2
23454149	46908299	5	2
23454209	46908419	2	5
23454401	46908803	5	2
23454773	46909547	8	8
23454869	46909739	5	2
23455073	46910147	2	5
23455493	46910987	8	8
23455853	46911707	8	8
23455973	46911947	2	5
23456033	46912067	8	8
23456129	46912259	5	2
23456843	46913687	8	8
23457023	46914047	8	8
23457179	46914359	2	5
23457701	46915403	2	5
23457743	46915487	8	8
23457809	46915619	2	5
23457971	46915943	2	5
23458049	46916099	8	8
23458133	46916267	2	5
23458619	46917239	2	5
23458763	46917527	2	5
23458889	46917779	2	5
23459069	46918139	2	5
